,created_at,text,author_id,retweet_count,reply_count,like_count,quote_count
0,2022-03-23 23:56:27+00:00,b'Link:https://t.co/6gKi2qNlTC\n\n#plants #plant #Flowers #harryshouse #QuidaxDonJazzy #Wordle277 #Ukraine #instagramdown #AUSvsPAK #SoundtrackNo1 #Drachenlord #HumayunSaeed #justiceforbabydavid #KetanjiBrownJackson #BIGBANG #NFTCommunity #MarkTuan #bitcoin #LISA #Florida #USA #shirt https://t.co/MTFVRCx7zW',1327159944689410050,0,0,1,0
1,2022-03-23 23:54:53+00:00,b'Link:https://t.co/HnoPOZTyQY\n\n#plants #plant #Flowers #harryshouse #QuidaxDonJazzy #Wordle277 #Ukraine #instagramdown #AUSvsPAK #SoundtrackNo1 #Drachenlord #HumayunSaeed #justiceforbabydavid #KetanjiBrownJackson #BIGBANG #NFTCommunity #MarkTuan #bitcoin #LISA #Florida #USA #shirt https://t.co/BCIPXsdQc6',1327159944689410050,0,0,0,0
2,2022-03-23 23:52:59+00:00,b'Link:https://t.co/UCkOt6Kzy3\n\n#plants #plant #Flowers #harryshouse #QuidaxDonJazzy #Wordle277 #Ukraine #instagramdown #AUSvsPAK #SoundtrackNo1 #Drachenlord #HumayunSaeed #justiceforbabydavid #KetanjiBrownJackson #BIGBANG #NFTCommunity #MarkTuan #bitcoin #LISA #Florida #USA #shirt https://t.co/BJ8nWEezkj',1327159944689410050,0,0,0,0
3,2022-03-23 23:51:15+00:00,b'Link\xe2\x9c\x85: https://t.co/oqBNwuIBia\n#plants #plant #Flowers #harryshouse #QuidaxDonJazzy #Wordle277 #Ukraine #instagramdown #AUSvsPAK #SoundtrackNo1 #Drachenlord #HumayunSaeed #justiceforbabydavid #KetanjiBrownJackson #BIGBANG #NFTCommunity #MarkTuan #bitcoin #LISA #Florida  #shirt https://t.co/U29G9RhsyE',1327159944689410050,0,0,0,0
4,2022-03-23 23:47:13+00:00,b'@crypto Got to follow the LESSONS of... #UKRAINE #RUSSIA conflict boosted #BITCOIN as Valuable Asset with #GOLD. \n\nBought some UTILITY Cryptocurrency #LOOPRING $LRC #SHIBAINU $SHIB #POLYGON $MATIC LAYER2 blockchain technology https://t.co/1rnD11TUZf',1360214353685938181,0,0,0,0
5,2022-03-23 23:45:33+00:00,"b'Exclusive -- #TeekaTiwari: #Russia-#Ukraine Conflict Will Drive up #Gold, #Bitcoin Values https://t.co/VRgr8PM5mo From @BreitbartNews'",1497929940481753091,0,0,0,0
6,2022-03-23 23:44:40+00:00,"b'@Bitcoin Enter the #CryptoEmpire\nMainly #BitCoin, #Russia is the winner. Before Russia entered #Ukraine, #Kazakhstan (bitcoin mining heaven) was meddled with by the west but Russia took care of its assets, mining and surplus. Goodbye #USD, hello Russian-Chinese monetary system. @ElonMusk'",3097675283,0,0,0,0
7,2022-03-23 23:44:25+00:00,"b'@davidgokhshtein @ScottLEOWarrior Enter the #CryptoEmpire\nMainly #BitCoin, #Russia is the winner. Before Russia entered #Ukraine, #Kazakhstan (bitcoin mining heaven) was meddled with by the west but Russia took care of its assets, mining and surplus. Goodbye #USD, hello Russian-Chinese monetary system. @ElonMusk'",3097675283,0,0,0,0
8,2022-03-23 23:44:05+00:00,"b'@MartiniGuyYT Enter the #CryptoEmpire\nMainly #BitCoin, #Russia is the winner. Before Russia entered #Ukraine, #Kazakhstan (bitcoin mining heaven) was meddled with by the west but Russia took care of its assets, mining and surplus. Goodbye #USD, hello Russian-Chinese monetary system. @ElonMusk'",3097675283,0,0,0,0
9,2022-03-23 23:43:55+00:00,"b'@Blockworks_ @cz_binance Enter the #CryptoEmpire\nMainly #BitCoin, #Russia is the winner. Before Russia entered #Ukraine, #Kazakhstan (bitcoin mining heaven) was meddled with by the west but Russia took care of its assets, mining and surplus. Goodbye #USD, hello Russian-Chinese monetary system. @ElonMusk'",3097675283,0,0,0,0
